samp,x1,x2,cdf,idx,shape,approach,dtime,pval
12,-0.5676208750225188,1.8345444411530465,0.2590226,"(480, 0)","(1000, 2)",cox2,0.0070879459381103516,0.25917311946561916
12,-0.5676208750225188,1.8345444411530465,0.2590226,"(480, 0)","(1000, 2)",owen,0.001180887222290039,0.25917197407266623
12,-0.5676208750225188,1.8345444411530465,0.2590226,"(480, 0)","(1000, 2)",drezner1,0.4676938056945801,0.25917197407266623
12,-0.5676208750225188,1.8345444411530465,0.2590226,"(480, 0)","(1000, 2)",drezner2,0.42017221450805664,0.25917197407266623
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",scipy,0.5192749500274658,0.12045294818734652
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",cox1,0.7485089302062988,0.12261487112672398
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",cox2,0.0070879459381103516,0.12779094728432983
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",owen,0.001180887222290039,0.12045294818734656
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",drezner1,0.4676938056945801,0.12045061666646151
13,-0.9752668132056388,0.6470170184441486,0.1205139,"(530, 1)","(1000, 2)",drezner2,0.42017221450805664,0.12045296391390126
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",scipy,0.5192749500274658,0.5772713585931397
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",cox1,0.7485089302062988,0.5768623947345344
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",cox2,0.0070879459381103516,0.5780812493374657
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",owen,0.001180887222290039,0.5772713585931397
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",drezner1,0.4676938056945801,0.5772713591670828
14,0.5403273882572466,2.454801845823381,0.5773318,"(548, 0)","(1000, 2)",drezner2,0.42017221450805664,0.5772713585234717
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",scipy,0.5192749500274658,0.21861083916524945
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",cox1,0.7485089302062988,0.21811479750719975
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",cox2,0.0070879459381103516,0.2185683457228461
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",owen,0.001180887222290039,0.21861083916524943
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",drezner1,0.4676938056945801,0.21861083916525537
15,0.69703314149212,-2.367851595484514,0.2186477,"(601, 0)","(1000, 2)",drezner2,0.42017221450805664,0.21861083916524937
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",scipy,0.5192749500274658,0.013686429795476601
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",cox1,0.7485089302062988,0.01550387660575081
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",cox2,0.0070879459381103516,0.01191271764991697
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",owen,0.001180887222290039,0.013686429795476601
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",drezner1,0.4676938056945801,0.013686430129571159
16,-1.9208611406917582,-1.074695991438835,0.013616,"(639, 0)","(1000, 2)",drezner2,0.42017221450805664,0.013686429779502074
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",scipy,0.5192749500274658,0.09861183120834445
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",cox1,0.7485089302062988,0.09776321026683832
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",cox2,0.0070879459381103516,0.0984032955267764
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",owen,0.001180887222290039,0.0986118312083444
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",drezner1,0.4676938056945801,0.09861183120828243
17,1.4589749830731555,-1.380492283621452,0.0985251,"(650, 0)","(1000, 2)",drezner2,0.42017221450805664,0.09861183120834205
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",scipy,0.5192749500274658,0.15571752372250702
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",cox1,0.7485089302062988,0.15593921012035378
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",cox2,0.0070879459381103516,0.15988300598788635
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",owen,0.001180887222290039,0.15571752372250708
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",drezner1,0.4676938056945801,0.15571752380288667
18,-0.3207656996226007,-1.554151932355866,0.1557776,"(652, 1)","(1000, 2)",drezner2,0.42017221450805664,0.15571752371928088
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",scipy,0.5192749500274658,0.008193705916810618
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",cox1,0.7485089302062988,0.008357081364021388
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",cox2,0.0070879459381103516,0.008187819483987755
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",owen,0.001180887222290039,0.008193705916810606
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",drezner1,0.4676938056945801,0.00819370591681071
19,-2.2945950609953094,-3.406425930513967,0.0081854,"(707, 0)","(1000, 2)",drezner2,0.42017221450805664,0.008193705916810599
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",scipy,0.5192749500274658,0.3511699808416073
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",cox1,0.7485089302062988,0.3511796036935273
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",cox2,0.0070879459381103516,0.3517792221934031
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",owen,0.001180887222290039,0.3511699808416071
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",drezner1,0.4676938056945801,0.3511699807902212
20,2.235288213472442,1.5905357750518103,0.3512588,"(803, 1)","(1000, 2)",drezner2,0.42017221450805664,0.3511699808450568
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",scipy,0.5192749500274658,0.5949111293828155
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",cox1,0.7485089302062988,0.5959795353348885
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",cox2,0.0070879459381103516,0.6025782832748348
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",owen,0.001180887222290039,0.5949111293828154
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",drezner1,0.4676938056945801,0.5949109712698466
21,1.1709601371968497,1.0226114550414396,0.5947984,"(834, 1)","(1000, 2)",drezner2,0.42017221450805664,0.5949111300631774
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",scipy,0.5192749500274658,0.030597624026526674
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",cox1,0.7485089302062988,0.028242696194681893
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",cox2,0.0070879459381103516,0.029719680414791005
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",owen,0.001180887222290039,0.030597624026526687
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",drezner1,0.4676938056945801,0.030597623676209884
22,-2.106140367889074,-0.08146205198667766,0.0305982,"(895, 1)","(1000, 2)",drezner2,0.42017221450805664,0.03059762404062083
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",scipy,0.5192749500274658,0.933869224631462
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",cox1,0.7485089302062988,0.9340151449776531
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",cox2,0.0070879459381103516,0.93401705506492
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",owen,0.001180887222290039,0.9338692246314619
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",drezner1,0.4676938056945801,0.9338692477177267
23,4.214718249046065,3.5508185474095924,0.9339972,"(966, 0)","(1000, 2)",drezner2,0.42017221450805664,0.9338692245293032
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",scipy,0.5192749500274658,0.5147971964501721
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",cox1,0.7485089302062988,0.5119701530246054
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",cox2,0.0070879459381103516,0.5167930510083709
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",owen,0.001180887222290039,0.5147971964501721
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",drezner1,0.4676938056945801,0.5147972013314607
24,0.6759518396435031,0.34845380322037056,0.5146983,"(998, 0)","(1000, 2)",drezner2,0.42017221450805664,0.5147971962482151
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",scipy,0.703420877456665,0.5878809853937194
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",cox1,1.0169990062713623,0.5872541002233852
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",cox2,0.0068929195404052734,0.5918486253508826
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",owen,0.0010828971862792969,0.5878809853937192
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",drezner1,0.6152410507202148,0.587588030813854
0,1.4686233188083488,-0.36839253564691543,0.5880963,"(43, 0)","(1000, 3)",drezner2,0.6250240802764893,0.5878906031161
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",scipy,0.703420877456665,0.07638442183088137
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",cox1,1.0169990062713623,0.07567812156949782
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",cox2,0.0068929195404052734,0.07644713172667983
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",owen,0.0010828971862792969,0.0763844218308814
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",drezner1,0.6152410507202148,0.07638442183088823
1,-1.1182857876269163,1.3191793573720942,0.076466,"(48, 0)","(1000, 3)",drezner2,0.6250240802764893,0.07638442183088101
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",scipy,0.703420877456665,0.1288873082534443
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",cox1,1.0169990062713623,0.12966714498686355
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",cox2,0.0068929195404052734,0.12527529098093187
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",owen,0.0010828971862792969,0.12888730825344438
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",drezner1,0.6152410507202148,0.12888734702168764
2,0.24639928774647069,-1.1801171889712325,0.1288305,"(78, 1)","(1000, 3)",drezner2,0.6250240802764893,0.12888730812139965
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",scipy,0.703420877456665,0.10644719247333831
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",cox1,1.0169990062713623,0.10368369127567945
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",cox2,0.0068929195404052734,0.08504737149544261
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",owen,0.0010828971862792969,0.10644719247333835
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",drezner1,0.6152410507202148,0.1064500426265026
3,-3.161263432882566,-0.39957973012787007,0.1063734,"(84, 0)","(1000, 3)",drezner2,0.6250240802764893,0.10644719072237419
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",scipy,0.703420877456665,0.5782010515997325
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",cox1,1.0169990062713623,0.5782387713362239
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",cox2,0.0068929195404052734,0.5781995668508925
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",owen,0.0010828971862792969,0.5782010515997323
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",drezner1,0.6152410507202148,0.5782010515997322
4,0.2256190709273705,3.6836784058018823,0.5781739,"(119, 0)","(1000, 3)",drezner2,0.6250240802764893,0.5782010515997322
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",scipy,0.703420877456665,0.14579184029623543
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",cox1,1.0169990062713623,0.14447312670012036
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",cox2,0.0068929195404052734,0.14361313889922966
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",owen,0.0010828971862792969,0.14579184029623543
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",drezner1,0.6152410507202148,0.1457918405494837
5,1.7018387177527892,0.18288654318885433,0.145974,"(187, 1)","(1000, 3)",drezner2,0.6250240802764893,0.14579184029597259
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",scipy,0.703420877456665,0.2182297762357139
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",cox1,1.0169990062713623,0.21802253414748402
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",cox2,0.0068929195404052734,0.21760205334309418
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",owen,0.0010828971862792969,0.21822977623571396
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",drezner1,0.6152410507202148,0.21822977624253675
6,0.2923296534081201,0.09527210003609432,0.2182597,"(222, 2)","(1000, 3)",drezner2,0.6250240802764893,0.2182297762354451
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",scipy,0.703420877456665,0.009456859355000388
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",cox1,1.0169990062713623,0.005539602862279891
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",cox2,0.0068929195404052734,0.006242014447636557
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",owen,0.0010828971862792969,0.009456859355000319
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",drezner1,0.6152410507202148,0.009456861285605911
7,-1.003888803720986,-2.6235943149426104,0.0094388,"(251, 0)","(1000, 3)",drezner2,0.6250240802764893,0.009456863620030453
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",scipy,0.703420877456665,0.6391114125084258
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",cox1,1.0169990062713623,0.639426634019148
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",cox2,0.0068929195404052734,0.6394536381060522
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",owen,0.0010828971862792969,0.6391114125084256
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",drezner1,0.6152410507202148,0.6391114125149624
8,0.601027410324994,0.1961915994131468,0.6390831,"(301, 2)","(1000, 3)",drezner2,0.6250240802764893,0.6391114125087652
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",scipy,0.703420877456665,0.2670214648089346
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",cox1,1.0169990062713623,0.26595318413372815
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",cox2,0.0068929195404052734,0.2674449628989928
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",owen,0.0010828971862792969,0.2670214648089346
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",drezner1,0.6152410507202148,0.26702146480330113
9,-0.6358994575620575,2.677927888891431,0.2670106,"(320, 0)","(1000, 3)",drezner2,0.6250240802764893,0.26702146480967426
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",scipy,0.703420877456665,0.10004577618478033
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",cox1,1.0169990062713623,0.10009334703279416
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",cox2,0.0068929195404052734,0.10221248124157356
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",owen,0.0010828971862792969,0.10004577618478033
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",drezner1,0.6152410507202148,0.10004573593747768
10,-0.8196407878120808,-0.7021786761418454,0.0999847,"(353, 2)","(1000, 3)",drezner2,0.6250240802764893,0.10004577632086031
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",scipy,0.703420877456665,0.4509291765517779
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",cox1,1.0169990062713623,0.4507896445572419
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",cox2,0.0068929195404052734,0.4475820569943787
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",owen,0.0010828971862792969,0.4509291765517778
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",drezner1,0.6152410507202148,0.45092917918585673
11,0.41091448464487235,0.213249186266522,0.4510531,"(365, 1)","(1000, 3)",drezner2,0.6250240802764893,0.45092917655488696
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",scipy,0.703420877456665,0.27450836052527583
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",cox1,1.0169990062713623,0.2746508133083546
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",cox2,0.0068929195404052734,0.2745139872446216
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",owen,0.0010828971862792969,0.27450836052527594
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",drezner1,0.6152410507202148,0.27450836052527594
12,0.5945770658302949,-0.5693251873874772,0.274685,"(400, 2)","(1000, 3)",drezner2,0.6250240802764893,0.27450836052527594
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",scipy,0.703420877456665,0.020706178760700588
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",cox1,1.0169990062713623,0.02104238492083821
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",cox2,0.0068929195404052734,0.020667282813672916
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",owen,0.0010828971862792969,0.0207061787607005
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",drezner1,0.6152410507202148,0.020706178760700578
13,-0.9456848761397919,-0.8552663684285744,0.020664,"(426, 0)","(1000, 3)",drezner2,0.6250240802764893,0.020706178760700578
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",scipy,0.703420877456665,0.021477645530709456
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",cox1,1.0169990062713623,0.022413329309811103
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",cox2,0.0068929195404052734,0.0367635232346778
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",owen,0.0010828971862792969,0.02147764553070948
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",drezner1,0.6152410507202148,0.02149224414339257
14,1.385777217415398,-1.603541365730486,0.0215631,"(433, 1)","(1000, 3)",drezner2,0.6250240802764893,0.021476365999880787
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",scipy,0.703420877456665,0.14924766178922635
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",cox1,1.0169990062713623,0.1487013088997694
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",cox2,0.0068929195404052734,0.15008435404593523
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",owen,0.0010828971862792969,0.14924766178922627
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",drezner1,0.6152410507202148,0.14918086601124037
15,1.1069833351263332,1.780549210167954,0.1493006,"(509, 0)","(1000, 3)",drezner2,0.6250240802764893,0.1492471782715864
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",scipy,0.703420877456665,0.19637960634470106
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",cox1,1.0169990062713623,0.200150124983225
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",cox2,0.0068929195404052734,0.21227442592319018
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",owen,0.0010828971862792969,0.19637960634470106
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",drezner1,0.6152410507202148,0.19636549919054708
16,-0.9606397351812745,-1.9259808712712607,0.196484,"(815, 1)","(1000, 3)",drezner2,0.6250240802764893,0.196379731524647
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",scipy,0.703420877456665,0.09954517824418257
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",cox1,1.0169990062713623,0.096067883197693
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",cox2,0.0068929195404052734,0.10079472105706044
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",owen,0.0010828971862792969,0.09954517824418257
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",drezner1,0.6152410507202148,0.0995451593857749
17,-1.8284672496490733,-1.5957910807812812,0.099351,"(838, 2)","(1000, 3)",drezner2,0.6250240802764893,0.09954517824119347
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",scipy,0.703420877456665,0.8525444037367874
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",cox1,1.0169990062713623,0.852594914467736
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",cox2,0.0068929195404052734,0.8525293199471148
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",owen,0.0010828971862792969,0.8525444037367875
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",drezner1,0.6152410507202148,0.8525444037429971
18,2.8497763472287287,1.9904945713635327,0.8527003,"(852, 0)","(1000, 3)",drezner2,0.6250240802764893,0.8525444037366653
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",scipy,0.703420877456665,0.009047828760030466
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",cox1,1.0169990062713623,0.00905791678616286
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",cox2,0.0068929195404052734,0.009237849876531982
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",owen,0.0010828971862792969,0.009047828760030472
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",drezner1,0.6152410507202148,0.009047828760031965
19,1.2488565114964731,-3.601702756249946,0.009055,"(876, 0)","(1000, 3)",drezner2,0.6250240802764893,0.009047828760031965
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",scipy,0.703420877456665,0.0738865659039652
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",cox1,1.0169990062713623,0.07229681316582293
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",cox2,0.0068929195404052734,0.07513392989606105
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",owen,0.0010828971862792969,0.07388656590396518
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",drezner1,0.6152410507202148,0.07388656519487513
20,-1.513677000338456,0.18032524736318278,0.0738725,"(921, 0)","(1000, 3)",drezner2,0.6250240802764893,0.07388656600862153
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",scipy,0.703420877456665,0.011525983409999952
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",cox1,1.0169990062713623,0.010374256613803846
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",cox2,0.0068929195404052734,0.022428107076181016
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",owen,0.0010828971862792969,0.011525983409999928
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",drezner1,0.6152410507202148,0.011518775102792513
21,-1.1175277385449376,-2.8399646658454607,0.0115443,"(932, 1)","(1000, 3)",drezner2,0.6250240802764893,0.011525997293825509
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",scipy,0.703420877456665,0.325496728440165
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",cox1,1.0169990062713623,0.3230495649301288
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",cox2,0.0068929195404052734,0.32967433018108117
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",owen,0.0010828971862792969,0.325496728440165
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",drezner1,0.6152410507202148,0.325496728335255
22,-0.6872637717240645,-1.5278532851279865,0.3254397,"(965, 0)","(1000, 3)",drezner2,0.6250240802764893,0.32549672844021826
23,0.21012624016864978,1.001536496115551,0.0695333,"(985, 0)","(1000, 3)",scipy,0.703420877456665,0.0695434692684198
23,0.21012624016864978,1.001536496115551,0.0695333,"(985, 0)","(1000, 3)",cox1,1.0169990062713623,0.06692776976189019
